Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Analysts' View,Expense Ratio (%),Launch,Net Assets (Cr)
Quant Large Cap Fund - Direct Plan,--,-5.21,76/94,Very High,EQ-LC,Unlock,0.38,2022-08-11,"2,753"
Quant Manufacturing Fund - Direct Plan,--,-11.87,76/77,Very High,EQ-THEMATIC,Unlock,0.76,2023-08-14,869.00
Quant Mid Cap Fund - Direct Plan,3,-10.93,43/43,Very High,EQ-MC,Unlock,0.64,2013-01-01,"9,140"
Quant Momentum Fund - Direct Plan,--,-8.59,70/77,Very High,EQ-THEMATIC,Unlock,0.89,2023-11-20,"1,741"
Quant Multi Cap Fund - Direct Plan,1,-12.19,26/26,Very High,EQ-MLC,Unlock,0.58,2013-01-01,"10,130"
Quant PSU Fund - Direct Plan,--,-17.32,5/5,Very High,EQ-PSU,Unlock,0.97,2024-02-20,700.00
Quant Quantamental Fund - Direct Plan,--,-9.74,73/77,Very High,EQ-THEMATIC,Unlock,0.65,2021-05-03,"1,988"
Quant Small Cap Fund - Direct Plan,4,-4.31,41/42,Very High,EQ-SC,Unlock,0.66,2013-01-01,"29,629"
Quant Teck Fund - Direct Plan,--,-7.69,10/15,Very High,EQ-IT,Unlock,0.82,2023-09-11,408.00
Quantum ELSS Tax Saver Fund - Direct Plan,4,2.79,23/39,Very High,EQ-ELSS,Unlock,0.89,2008-12-23,225.00
Quantum Equity FoF - Direct Plan,3,3.42,39/88,Very High,EQ-FLX,Unlock,0.51,2009-07-20,132.00
Quantum ESG Best In Class Strategy Fund - Direct Plan,--,1.45,7/9,Very High,EQ-T-ESG,Unlock,0.75,2019-07-12,109.00
Quantum Ethical Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.75,2024-12-20,62.00
Quantum Nifty 50 ETF,--,2.96,32/146,Very High,EQ-LC,Unlock,0.09,2008-07-10,74.00
Quantum Nifty 50 ETF FoF - Direct Plan,--,2.93,17/94,Very High,EQ-LC,Unlock,0.06,2022-08-05,30.00
Quantum Small Cap Fund - Direct Plan,--,7.00,5/42,Very High,EQ-SC,Unlock,0.70,2023-11-03,142.00
Quantum Value Fund - Direct Plan,3,2.62,9/26,Very High,EQ-VAL,Unlock,1.10,2006-03-13,"1,216"
Quant Value Fund - Direct Plan,3,-8.48,26/26,Very High,EQ-VAL,Unlock,0.41,2021-11-30,"1,830"
Samco Active Momentum Fund - Direct Plan,--,-1.99,46/77,Very High,EQ-THEMATIC,Unlock,0.87,2023-07-05,888.00
Samco ELSS Tax Saver Fund - Direct Plan,--,-7.40,37/39,Very High,EQ-ELSS,Unlock,0.97,2022-12-22,129.00
Samco Flexi Cap Fund - Direct Plan,1,-12.89,88/88,Very High,EQ-FLX,Unlock,1.00,2022-02-04,466.00
Samco Large Cap Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.67,2025-03-25,160.00
Samco Large & Mid Cap Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.73,2025-06-25,156.00
Samco Multi Cap Fund - Direct Plan,--,--,--,Very High,EQ-MLC,Unlock,0.75,2024-10-30,378.00
Samco Special Opportunities Fund - Direct Plan,--,-12.50,77/77,Very High,EQ-THEMATIC,Unlock,0.86,2024-06-06,166.00
SBI Automotive Opportunities Fund - Direct Plan,--,-5.21,65/77,Very High,EQ-THEMATIC,Unlock,0.67,2024-06-07,"5,451"
SBI Banking & Financial Services Fund - Direct Plan,4,16.99,6/30,Very High,EQ-BANK,Unlock,0.76,2015-02-26,"8,538"
SBI BSE 100 ETF,--,2.05,68/146,Very High,EQ-LC,Unlock,0.14,2015-03-18,10.00
SBI BSE PSU Bank ETF,--,--,--,Very High,EQ-BANK,Unlock,0.25,2025-03-24,505.00
SBI BSE PSU Bank Index Fund - Direct Plan,--,--,--,Very High,EQ-BANK,Unlock,0.28,2025-03-25,43.00
SBI BSE Sensex ETF,--,2.97,31/146,Very High,EQ-LC,Unlock,0.04,2013-03-15,"1,20,041"
SBI BSE Sensex Index Fund - Direct Plan,--,2.71,40/94,Very High,EQ-LC,Unlock,0.19,2023-05-26,344.00
SBI BSE Sensex Next 50 ETF,--,0.98,84/146,Very High,EQ-LC,Unlock,0.12,2018-09-25,25.00
SBI Comma Fund - Direct Plan,--,2.91,25/77,Very High,EQ-THEMATIC,Unlock,1.79,2013-01-01,701.00
SBI Consumption Opportunities Fund - Direct Plan,4,-4.58,15/16,Very High,EQ-Consumption,Unlock,0.92,2013-01-01,"3,186"
SBI Contra Fund - Direct Plan,5,-0.09,13/26,Very High,EQ-VAL,Unlock,0.68,2013-01-01,"47,390"
SBI Dividend Yield Fund - Direct Plan,--,-3.46,7/9,Very High,EQ-DIV Y,Unlock,0.82,2023-03-14,"9,321"
SBI ELSS Tax Saver Fund - Direct Plan,5,1.81,26/39,Very High,EQ-ELSS,Unlock,0.93,2013-01-01,"30,616"
SBI Energy Opportunities Fund - Direct Plan,--,-6.23,4/4,Very High,EQ-Energy,Unlock,0.87,2024-02-26,"10,461"
SBI Equity Minimum Variance Fund - Direct Plan,--,-3.84,56/77,Very High,EQ-THEMATIC,Unlock,0.42,2019-03-19,225.00
SBI ESG Exclusionary Strategy Fund - Direct Plan,--,0.99,8/9,Very High,EQ-T-ESG,Unlock,1.33,2013-01-01,"5,832"
SBI Flexicap Fund - Direct Plan,3,0.59,62/88,Very High,EQ-FLX,Unlock,0.85,2013-01-01,"22,500"
SBI Focused Fund - Direct Plan,3,8.84,10/88,Very High,EQ-FLX,Unlock,0.75,2013-01-01,"38,610"
SBI Healthcare Opportunities Fund - Direct Plan,5,19.68,4/17,Very High,EQ-Pharma,Unlock,0.89,2013-01-01,"3,849"
SBI Infrastructure Fund - Direct Plan,4,-6.21,16/20,Very High,EQ-INFRA,Unlock,1.03,2013-01-01,"5,195"
SBI Innovative Opportunities Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.65,2024-08-20,"7,562"
SBI Large Cap Fund - Direct Plan,4,3.81,8/94,Very High,EQ-LC,Unlock,0.78,2013-01-01,"53,959"
SBI Large & Midcap Fund - Direct Plan,4,6.06,5/44,Very High,EQ-L&MC,Unlock,0.73,2013-01-01,"33,031"
SBI Midcap Fund - Direct Plan,4,0.72,30/43,Very High,EQ-MC,Unlock,0.85,2013-01-01,"23,269"
SBI MNC Fund - Direct Plan,--,-1.35,1/5,Very High,EQ-MNC,Unlock,1.22,2013-01-01,"6,309"
SBI Multicap Fund - Direct Plan,3,10.47,3/26,Very High,EQ-MLC,Unlock,0.85,2022-03-08,"21,725"
SBI Nifty100 Low Volatility 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,--,--,--
SBI Nifty200 Momentum 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,--,2025-07-09,--
SBI Nifty 200 Quality 30 ETF,--,-6.09,36/54,Very High,EQ-L&MC,Unlock,0.30,2018-12-10,97.00
SBI Nifty200 Quality 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.34,2025-06-04,332.00
SBI Nifty 500 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,0.30,2024-09-30,896.00
SBI Nifty 50 Equal Weight ETF,--,1.10,80/146,Very High,EQ-LC,Unlock,0.30,2024-07-16,28.00
SBI Nifty50 Equal Weight Index Fund - Direct Plan,--,0.84,65/94,Very High,EQ-LC,Unlock,0.45,2024-01-31,"1,040"
SBI Nifty 50 ETF,--,3.01,17/146,Very High,EQ-LC,Unlock,0.04,2015-07-22,"2,06,657"
SBI Nifty Bank ETF,--,11.78,23/54,Very High,EQ-BANK,Unlock,0.19,2015-03-20,"4,225"
SBI Nifty Bank Index Fund - Direct Plan,--,--,--,Very High,EQ-BANK,Unlock,0.20,2025-02-06,122.00
SBI Nifty Consumption ETF,--,2.05,8/21,Very High,EQ-Consumption,Unlock,0.25,2021-07-22,22.00
SBI Nifty Index Fund - Direct Plan,3,2.79,35/94,Very High,EQ-LC,Unlock,0.19,2013-01-01,"10,167"
SBI Nifty India Consumption Index Fund - Direct Plan,--,--,--,Very High,EQ-Consumption,Unlock,0.40,2024-10-30,332.00
SBI Nifty IT ETF,--,-9.42,19/26,Very High,EQ-IT,Unlock,0.20,2020-10-19,101.00
SBI Nifty IT Index Fund - Direct Plan,--,--,--,Very High,EQ-IT,Unlock,0.30,2025-02-21,48.00
SBI Nifty Midcap 150 Index Fund - Direct Plan,--,2.08,25/43,Very High,EQ-MC,Unlock,0.39,2022-10-03,898.00
SBI Nifty Next 50 ETF,--,-6.39,124/146,Very High,EQ-LC,Unlock,0.12,2015-03-18,"2,550"
SBI Nifty Next 50 Index Fund - Direct Plan,1,-6.63,87/94,Very High,EQ-LC,Unlock,0.30,2021-05-19,"1,803"
SBI Nifty Private Bank ETF,--,9.27,44/54,Very High,EQ-BANK,Unlock,0.15,2020-10-19,524.00
SBI Nifty Smallcap 250 Index Fund - Direct Plan,--,-0.72,26/42,Very High,EQ-SC,Unlock,0.39,2022-10-03,"1,526"
SBI PSU Fund - Direct Plan,--,-5.31,1/5,Very High,EQ-PSU,Unlock,0.85,2013-01-01,"5,427"
SBI Quant Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.76,2024-12-26,"3,950"
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan,3,-0.79,73/88,Very High,EQ-FLX,Unlock,0.88,2021-02-10,"3,007"
SBI Small Cap Fund - Direct Plan,3,-2.11,35/42,Very High,EQ-SC,Unlock,0.75,2013-01-01,"35,696"
SBI Technology Opportunities Fund - Direct Plan,--,6.26,1/15,Very High,EQ-IT,Unlock,0.90,2013-01-01,"4,829"
SBI US Specific Equity Active FoF - Direct Plan,--,20.67,33/51,Very High,EQ-INTL,Unlock,0.95,2021-03-22,"1,006"
Shriram ELSS Tax Saver Fund - Direct Plan,1,-8.85,38/39,Very High,EQ-ELSS,Unlock,0.84,2019-01-25,51.00
Shriram Flexi Cap Fund - Direct Plan,2,-9.66,84/88,Very High,EQ-FLX,Unlock,0.85,2018-09-28,141.00
Shriram Multi Sector Rotation Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.58,2024-12-09,205.00
Sundaram Business Cycle Fund - Direct Plan,--,9.91,6/77,Very High,EQ-THEMATIC,Unlock,0.43,2024-06-25,"1,830"
Sundaram Consumption Fund - Direct Plan,3,2.51,6/16,Very High,EQ-Consumption,Unlock,1.32,2013-01-01,"1,596"
Sundaram Diversified Equity Fund - Direct Plan,--,3.42,--,Very High,EQ-ELSS,Unlock,1.62,2013-01-01,"1,519"
Sundaram Dividend Yield Fund - Direct Plan,--,-3.36,6/9,Very High,EQ-DIV Y,Unlock,1.06,2013-01-01,915.00
Sundaram ELSS Tax Saver Fund - Direct Plan,3,4.28,10/39,Very High,EQ-ELSS,Unlock,1.65,2013-01-01,"1,395"
Sundaram Financial Services Opportunities Fund - Direct Plan,4,8.49,29/30,Very High,EQ-BANK,Unlock,0.77,2013-01-01,"1,605"
Sundaram Flexi Cap Fund - Direct Plan,--,6.72,19/88,Very High,EQ-FLX,Unlock,0.61,2022-09-06,"2,108"
Sundaram Focused Fund - Direct Plan,2,1.00,60/88,Very High,EQ-FLX,Unlock,1.29,2013-01-01,"1,113"
Sundaram Global Brand Theme - Equity Active FoF - Direct Plan,--,18.55,--,Very High,EQ-INTL,Unlock,1.49,2013-01-03,123.00
Sundaram Infrastructure Advantage Fund - Direct Plan,2,-0.68,4/20,Very High,EQ-INFRA,Unlock,1.86,2013-01-01,982.00
Sundaram Large and Mid Cap Fund - Direct Plan,2,2.27,19/44,Very High,EQ-L&MC,Unlock,0.76,2013-01-02,"6,893"
Sundaram Large Cap Fund - Direct Plan,3,0.92,64/94,Very High,EQ-LC,Unlock,0.63,2013-01-01,"3,471"
Sundaram Mid Cap Fund - Direct Plan,4,5.84,6/43,Very High,EQ-MC,Unlock,0.91,2013-01-01,"12,818"
Sundaram Multi Cap Fund - Direct Plan,2,3.60,13/26,Very High,EQ-MLC,Unlock,0.94,2013-01-01,"2,853"
Sundaram Multi-Factor Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,--,2025-07-22,--
Sundaram Nifty 100 Equal Weight Fund - Direct Plan,4,-2.35,73/94,Very High,EQ-LC,Unlock,0.61,2013-01-01,110.00
Sundaram Services Fund - Direct Plan,--,13.74,2/77,Very High,EQ-THEMATIC,Unlock,0.74,2018-09-21,"4,429"
Sundaram Small Cap Fund - Direct Plan,3,4.46,9/42,Very High,EQ-SC,Unlock,0.86,2013-01-01,"3,439"
Tata Banking and Financial Services Fund - Direct Plan,3,16.71,7/30,Very High,EQ-BANK,Unlock,0.46,2015-12-28,"2,958"
Tata BSE Quality Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.34,2025-04-03,48.00
Tata BSE Select Business Groups Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.28,2024-12-12,209.00
Tata BSE Sensex Index Fund - Direct Plan,2,2.67,42/94,Very High,EQ-LC,Unlock,0.29,2013-01-01,404.00
Tata Business Cycle Fund - Direct Plan,--,-1.46,43/77,Very High,EQ-THEMATIC,Unlock,0.48,2021-08-04,"2,990"
Tata Children's Fund - Direct Plan,3,-0.96,74/88,Very High,EQ-FLX,Unlock,2.06,2013-01-01,376.00
Tata Digital India Fund - Direct Plan,--,-4.21,8/15,Very High,EQ-IT,Unlock,0.42,2015-12-28,"12,216"
Tata Dividend Yield Fund - Direct Plan,--,-0.32,4/9,Very High,EQ-DIV Y,Unlock,0.54,2021-05-20,997.00
Tata ELSS Fund - Direct Plan,2,2.84,20/39,Very High,EQ-ELSS,Unlock,0.71,2013-01-01,"4,711"
Tata Ethical Fund - Direct Plan,--,-7.99,69/77,Very High,EQ-THEMATIC,Unlock,0.65,2013-01-01,"3,579"
Tata Flexi Cap Fund - Direct Plan,3,7.18,16/88,Very High,EQ-FLX,Unlock,0.62,2018-09-06,"3,419"
Tata Focused Fund - Direct Plan,3,-0.51,70/88,Very High,EQ-FLX,Unlock,0.63,2019-12-05,"1,847"
Tata Housing Opportunities Fund - Direct Plan,--,-1.43,42/77,Very High,EQ-THEMATIC,Unlock,0.70,2022-09-02,554.00
Tata India Consumer Fund - Direct Plan,2,4.48,3/16,Very High,EQ-Consumption,Unlock,0.72,2015-12-28,"2,457"
Tata India Innovation Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.52,2024-11-28,"1,777"
Tata India Pharma & Healthcare Fund - Direct Plan,3,12.27,13/17,Very High,EQ-Pharma,Unlock,0.62,2015-12-28,"1,282"
Tata Infrastructure Fund - Direct Plan,1,-11.46,19/20,Very High,EQ-INFRA,Unlock,1.13,2013-01-01,"2,287"
Tata Large Cap Fund - Direct Plan,4,-0.24,69/94,Very High,EQ-LC,Unlock,0.98,2013-01-01,"2,702"
Tata Large & Mid Cap Fund - Direct Plan,3,2.29,18/44,Very High,EQ-L&MC,Unlock,0.63,2013-01-01,"8,887"
Tata Mid Cap Fund - Direct Plan,3,-0.44,34/43,Very High,EQ-MC,Unlock,0.64,2013-01-01,"4,985"
Tata Multicap Fund - Direct Plan,--,-1.92,25/26,Very High,EQ-MLC,Unlock,0.38,2023-02-02,"3,196"
Tata Nifty200 Alpha 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.49,2024-09-05,228.00
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund - Direct Plan,--,0.39,35/77,Very High,EQ-THEMATIC,Unlock,0.50,2024-04-26,123.00
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan,--,-3.26,9/20,Very High,EQ-INFRA,Unlock,0.47,2024-04-26,83.00
Tata Nifty 50 Exchange Traded Fund,--,2.98,26/146,Very High,EQ-LC,Unlock,0.06,2019-01-01,733.00
Tata Nifty 50 Index Fund - Direct Plan,3,2.73,38/94,Very High,EQ-LC,Unlock,0.19,2013-01-01,"1,313"
Tata Nifty Auto Index Fund - Direct Plan,--,-6.81,68/77,Very High,EQ-THEMATIC,Unlock,0.50,2024-04-26,83.00
Tata Nifty Capital Markets Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.52,2024-10-24,294.00
Tata Nifty Financial Services Index Fund - Direct Plan,--,16.43,8/30,Very High,EQ-BANK,Unlock,0.48,2024-04-26,79.00
Tata Nifty India Digital ETF,--,2.13,3/26,Very High,EQ-IT,Unlock,0.39,2022-03-31,174.00
Tata Nifty India Digital ETF FoF - Direct Plan,--,1.95,4/15,Very High,EQ-IT,Unlock,0.10,2022-04-13,126.00
Tata Nifty India Tourism Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.47,2024-07-24,330.00
Tata Nifty Midcap 150 Index Fund - Direct Plan,--,--,--,Very High,EQ-MC,Unlock,0.10,2025-06-19,107.00
Tata Nifty Midcap 150 Momentum 50 Index Fund - Direct Plan,--,-3.20,40/43,Very High,EQ-MC,Unlock,0.43,2022-10-20,959.00
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan,--,20.25,3/17,Very High,EQ-Pharma,Unlock,0.50,2024-04-26,148.00
Tata Nifty Private Bank ETF,--,9.24,45/54,Very High,EQ-BANK,Unlock,0.13,2019-08-30,12.00
Tata Nifty Realty Index Fund - Direct Plan,--,-11.21,75/77,Very High,EQ-THEMATIC,Unlock,0.48,2024-04-26,99.00
Tata Resources & Energy Fund - Direct Plan,--,3.39,1/4,Very High,EQ-Energy,Unlock,0.53,2015-12-28,"1,172"
Tata Retirement Savings Fund - Progressive Plan - Direct Plan,3,2.10,53/88,Very High,EQ-FLX,Unlock,0.52,2013-01-01,"2,178"
Tata Small Cap Fund - Direct Plan,4,1.94,14/42,Very High,EQ-SC,Unlock,0.33,2018-11-12,"11,164"
Tata Value Fund - Direct Plan,3,-1.79,16/26,Very High,EQ-VAL,Unlock,0.79,2013-01-01,"8,840"
Taurus Banking & Financial Services Fund - Direct Plan,2,9.29,28/30,Very High,EQ-BANK,Unlock,1.57,2013-01-01,12.00
Taurus ELSS Tax Saver Fund - Direct Plan,4,3.42,13/39,Very High,EQ-ELSS,Unlock,1.79,2013-01-01,81.00
Taurus Ethical Fund - Direct Plan,--,-4.98,63/77,Very High,EQ-THEMATIC,Unlock,0.97,2013-01-01,322.00
Taurus Flexi Cap Fund - Direct Plan,2,-4.72,81/88,Very High,EQ-FLX,Unlock,2.58,2013-01-01,366.00
Taurus Infrastructure Fund - Direct Plan,1,-3.44,10/20,Very High,EQ-INFRA,Unlock,1.95,2013-01-01,10.00
Taurus Large Cap Fund - Direct Plan,2,-1.29,71/94,Very High,EQ-LC,Unlock,2.41,2013-01-01,51.00
Taurus Mid Cap Fund - Direct Plan,1,-3.54,41/43,Very High,EQ-MC,Unlock,2.16,2013-01-01,133.00
Taurus Nifty 50 Index Fund - Direct Plan,2,2.31,44/94,Very High,EQ-LC,Unlock,0.80,2013-01-01,6.00
Templeton India Value Fund - Direct Plan,4,-2.70,17/26,Very High,EQ-VAL,Unlock,0.88,2013-01-01,"2,299"
TRUSTMF Flexi Cap Fund - Direct Plan,--,4.09,33/88,Very High,EQ-FLX,Unlock,0.49,2024-04-26,"1,179"
TRUSTMF Multi Cap Fund - Direct Plan,--,--,--,Very High,EQ-MLC,Unlock,--,2025-07-21,--
TRUSTMF Small Cap Fund - Direct Plan,--,--,--,Very High,EQ-SC,Unlock,0.51,2024-11-04,"1,030"
Unifi Flexi Cap Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,1.08,2025-06-06,117.00
Union Active Momentum Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,1.11,2024-12-19,476.00
Union Business Cycle Fund - Direct Plan,--,-0.88,41/77,Very High,EQ-THEMATIC,Unlock,0.77,2024-03-05,591.00
Union Children's Fund - Direct Plan,--,6.81,18/88,Very High,EQ-FLX,Unlock,1.33,2023-12-19,72.00
Union ELSS Tax Saver Fund - Direct Plan,3,3.07,17/39,Very High,EQ-ELSS,Unlock,1.37,2013-01-01,927.00
Union Flexi Cap Fund - Direct Plan,3,3.68,35/88,Very High,EQ-FLX,Unlock,0.90,2013-01-01,"2,401"
Union Focused Fund - Direct Plan,2,2.57,48/88,Very High,EQ-FLX,Unlock,1.46,2019-08-05,427.00
Union Innovation & Opportunities Fund - Direct Plan,--,7.62,10/77,Very High,EQ-THEMATIC,Unlock,0.71,2023-09-06,998.00
Union Largecap Fund - Direct Plan,2,0.61,68/94,Very High,EQ-LC,Unlock,1.45,2017-05-11,465.00
Union Large & Midcap Fund - Direct Plan,2,3.58,14/44,Very High,EQ-L&MC,Unlock,0.87,2019-12-06,906.00
Union Midcap Fund - Direct Plan,2,4.08,14/43,Very High,EQ-MC,Unlock,0.69,2020-03-23,"1,520"
Union Multicap Fund - Direct Plan,--,3.25,15/26,Very High,EQ-MLC,Unlock,0.93,2022-12-19,"1,174"
Union Retirement Fund - Direct Plan,--,3.66,36/88,Very High,EQ-FLX,Unlock,1.00,2022-09-22,177.00
Union Small Cap Fund - Direct Plan,2,2.13,13/42,Very High,EQ-SC,Unlock,0.95,2014-06-10,"1,672"
Union Value Fund - Direct Plan,2,3.17,7/26,Very High,EQ-VAL,Unlock,1.20,2018-12-05,333.00
UTI Banking and Financial Services Fund - Direct Plan,3,14.46,11/30,Very High,EQ-BANK,Unlock,1.14,2013-01-01,"1,356"
UTI BSE Housing Index Fund - Direct Plan,--,-3.25,53/77,Very High,EQ-THEMATIC,Unlock,0.56,2023-06-07,25.00
UTI BSE Low Volatility Index Fund - Direct Plan,3,-2.46,32/44,Very High,EQ-L&MC,Unlock,0.45,2022-03-03,579.00
UTI BSE Sensex ETF,--,2.98,28/146,Very High,EQ-LC,Unlock,0.05,2015-08-26,"50,409"
UTI BSE Sensex Index Fund - Direct Plan,2,2.79,34/94,Very High,EQ-LC,Unlock,0.20,2022-01-31,206.00
UTI BSE Sensex Next 50 ETF,--,1.03,82/146,Very High,EQ-LC,Unlock,0.21,2019-03-01,27.00
UTI Children's Equity Fund - Direct Plan,2,0.30,67/88,Very High,EQ-FLX,Unlock,1.17,2013-01-01,"1,169"
UTI Dividend Yield Fund - Direct Plan,--,-0.04,3/9,Very High,EQ-DIV Y,Unlock,1.40,2013-01-01,"4,127"
UTI ELSS Tax Saver Fund - Direct Plan,2,0.29,31/39,Very High,EQ-ELSS,Unlock,0.89,2013-01-01,"3,882"
UTI Flexi Cap Fund - Direct Plan,1,6.32,21/88,Very High,EQ-FLX,Unlock,0.99,2013-01-01,"26,325"
UTI Focused Fund - Direct Plan,3,0.28,68/88,Very High,EQ-FLX,Unlock,0.67,2021-08-25,"2,673"
UTI Healthcare Fund - Direct Plan,4,18.19,6/17,Very High,EQ-Pharma,Unlock,1.27,2013-01-01,"1,099"
UTI India Consumer Fund - Direct Plan,1,-2.03,13/16,Very High,EQ-Consumption,Unlock,1.54,2013-01-01,711.00
UTI Infrastructure Fund - Direct Plan,2,-3.72,12/20,Very High,EQ-INFRA,Unlock,1.84,2013-01-01,"2,272"
UTI Innovation Fund - Direct Plan,--,-2.58,51/77,Very High,EQ-THEMATIC,Unlock,0.85,2023-10-13,836.00
UTI Large Cap Fund - Direct Plan,3,1.62,45/94,Very High,EQ-LC,Unlock,0.91,2013-01-01,"13,074"
UTI Large & Mid Cap Fund - Direct Plan,5,2.88,16/44,Very High,EQ-L&MC,Unlock,1.05,2013-01-01,"4,866"
UTI Mid Cap Fund - Direct Plan,2,-0.25,33/43,Very High,EQ-MC,Unlock,0.87,2013-01-01,"12,224"
UTI MNC Fund - Direct Plan,--,-4.95,4/5,Very High,EQ-MNC,Unlock,1.19,2013-01-01,"2,867"
UTI Multi Cap Fund - Direct Plan,--,--,--,Very High,EQ-MLC,Unlock,0.50,2025-05-16,"1,255"
UTI Nifty200 Momentum 30 Index Fund - Direct Plan,1,-12.56,40/44,Very High,EQ-L&MC,Unlock,0.43,2021-03-10,"8,543"
UTI Nifty200 Quality 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.45,2024-09-20,648.00
UTI Nifty 500 Value 50 Index Fund - Direct Plan,--,-5.54,21/26,Very High,EQ-VAL,Unlock,0.56,2023-05-10,546.00
UTI NIFTY50 Equal Weight Index Fund - Direct Plan,--,0.76,66/94,Very High,EQ-LC,Unlock,0.60,2023-06-07,107.00
UTI Nifty 50 ETF,--,3.01,12/146,Very High,EQ-LC,Unlock,0.05,2015-08-26,"64,150"
UTI Nifty 50 Index Fund - Direct Plan,3,2.85,24/94,Very High,EQ-LC,Unlock,0.19,2013-01-01,"24,116"
UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.38,2024-11-28,83.00
UTI Nifty Bank ETF,--,11.87,17/54,Very High,EQ-BANK,Unlock,0.17,2020-09-01,"3,986"
UTI Nifty India Manufacturing Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.44,2025-02-13,21.00
UTI Nifty IT ETF,--,-9.36,14/26,Very High,EQ-IT,Unlock,0.18,2024-01-24,5.00
UTI Nifty Midcap 150 ETF,--,2.38,22/53,Very High,EQ-MC,Unlock,0.25,2023-08-30,10.00
UTI Nifty Midcap 150 Index Fund - Direct Plan,--,--,--,Very High,EQ-MC,Unlock,0.44,2024-11-28,55.00
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan,1,-0.87,36/43,Very High,EQ-MC,Unlock,0.44,2022-04-11,277.00
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Direct Plan,--,--,--,Very High,EQ-MC,Unlock,0.38,2025-02-13,71.00
UTI Nifty Next 50 Exchange Traded Fund,--,-6.29,120/146,Very High,EQ-LC,Unlock,0.15,2017-07-28,"1,967"
UTI Nifty Next 50 Index Fund - Direct Plan,2,-6.53,84/94,Very High,EQ-LC,Unlock,0.34,2018-06-28,"5,551"
UTI Nifty Private Bank Index Fund - Direct Plan,--,--,--,Very High,EQ-BANK,Unlock,0.42,2024-09-20,231.00
UTI Quant Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.30,2025-01-21,"1,727"
UTI Small Cap Fund - Direct Plan,3,4.29,12/42,Very High,EQ-SC,Unlock,0.65,2020-12-22,"4,844"
UTI Transportation and Logistics Fund - Direct Plan,--,-2.65,52/77,Very High,EQ-THEMATIC,Unlock,0.83,2013-01-01,"3,589"
UTI Value Fund - Direct Plan,3,3.66,6/26,Very High,EQ-VAL,Unlock,1.13,2013-01-01,"10,117"
WhiteOak Capital Banking & Financial Services Fund - Direct Plan,--,17.43,5/30,Very High,EQ-BANK,Unlock,0.68,2024-02-06,448.00
WhiteOak Capital Digital Bharat Fund - Direct Plan,--,--,--,Very High,EQ-IT,Unlock,0.66,2024-10-11,360.00
WhiteOak Capital ELSS Tax Saver Fund - Direct Plan,--,10.85,1/39,Very High,EQ-ELSS,Unlock,0.69,2022-10-14,406.00
WhiteOak Capital ESG Best-In-Class Strategy Fund - Direct Plan,--,--,--,Very High,EQ-T-ESG,Unlock,0.60,2024-10-30,67.00
WhiteOak Capital Flexi Cap Fund - Direct Plan,--,8.96,9/88,Very High,EQ-FLX,Unlock,0.44,2022-08-02,"5,446"
WhiteOak Capital Large Cap Fund - Direct Plan,--,7.38,2/94,Very High,EQ-LC,Unlock,0.53,2022-12-01,982.00
WhiteOak Capital Large & Mid Cap Fund - Direct Plan,--,8.25,4/44,Very High,EQ-L&MC,Unlock,0.42,2023-12-22,"1,776"
